sort,SUBJECT,SESSION,File,TIME_WINDOW,GENDER,PEAK,ELEC,COND_NUM,evoked0,quest0,cond0,chan0,tmin0,tmax0,mode0,chanX,latX,valX,SUB,SES,TASK,RUN,CHAN_BUND
41,14,2,sub-14ktxf_task-lexdec_run-002,1,1,1.214185,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,1.2585995,14ktxf,eeg001,lexdec,2,
41,14,2,sub-14ktxf_task-lexdec_run-002,1,1,0.262906,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,1.7748646666666668,14ktxf,eeg001,lexdec,2,
41,14,2,sub-14ktxf_task-lexdec_run-002,1,1,0.8000109999999999,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.2074701666666667,14ktxf,eeg001,lexdec,2,
41,14,2,sub-14ktxf_task-lexdec_run-002,1,1,5.236944,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,6.104405833333334,14ktxf,eeg001,lexdec,2,
41,14,2,sub-14ktxf_task-lexdec_run-002,1,1,3.841262,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,5.1012555,14ktxf,eeg001,lexdec,2,
42,14,3,sub-14ktxf_task-lexdec_run-003,1,1,2.74011,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.573662833333333,14ktxf,eeg001,lexdec,3,
42,14,3,sub-14ktxf_task-lexdec_run-003,1,1,2.777375,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,2.4676441666666666,14ktxf,eeg001,lexdec,3,
42,14,3,sub-14ktxf_task-lexdec_run-003,1,1,0.169966,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,0.44456200000000007,14ktxf,eeg001,lexdec,3,
42,14,3,sub-14ktxf_task-lexdec_run-003,1,1,-0.17235899999999998,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.0232475,14ktxf,eeg001,lexdec,3,
42,14,3,sub-14ktxf_task-lexdec_run-003,1,1,4.59457,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,4.571521,14ktxf,eeg001,lexdec,3,
42,14,3,sub-14ktxf_task-lexdec_run-003,1,1,3.308869,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,4.400673666666667,14ktxf,eeg001,lexdec,3,
43,14,4,sub-14ktxf_task-lexdec_run-004,1,1,4.784585,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,4.3173865000000005,14ktxf,eeg001,lexdec,4,
43,14,4,sub-14ktxf_task-lexdec_run-004,1,1,2.152203,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,1.6709436666666664,14ktxf,eeg001,lexdec,4,
43,14,4,sub-14ktxf_task-lexdec_run-004,1,1,0.150979,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,0.9299015,14ktxf,eeg001,lexdec,4,
43,14,4,sub-14ktxf_task-lexdec_run-004,1,1,0.023499000000000003,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,0.9507401666666667,14ktxf,eeg001,lexdec,4,
43,14,4,sub-14ktxf_task-lexdec_run-004,1,1,4.302682,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,5.232127,14ktxf,eeg001,lexdec,4,
43,14,4,sub-14ktxf_task-lexdec_run-004,1,1,6.094235,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,5.462162666666667,14ktxf,eeg001,lexdec,4,
44,16,1,sub-16olxm_task-lexdec_run-001,1,2,1.650322,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,1.5625521666666666,16olxm,eeg001,lexdec,1,
44,16,1,sub-16olxm_task-lexdec_run-001,1,2,0.462621,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,0.311299,16olxm,eeg001,lexdec,1,
44,16,1,sub-16olxm_task-lexdec_run-001,1,2,0.150924,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,1.5034880000000002,16olxm,eeg001,lexdec,1,
44,16,1,sub-16olxm_task-lexdec_run-001,1,2,0.104307,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.53021,16olxm,eeg001,lexdec,1,
44,16,1,sub-16olxm_task-lexdec_run-001,1,2,9.133671,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,6.643946,16olxm,eeg001,lexdec,1,
44,16,1,sub-16olxm_task-lexdec_run-001,1,2,9.922269,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,8.1347795,16olxm,eeg001,lexdec,1,
45,16,2,sub-16olxm_task-lexdec_run-002,1,2,-0.5943,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,0.04910483333333331,16olxm,eeg001,lexdec,2,
45,16,2,sub-16olxm_task-lexdec_run-002,1,2,-2.236538,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,-2.070333833333333,16olxm,eeg001,lexdec,2,
45,16,2,sub-16olxm_task-lexdec_run-002,1,2,-0.8838530000000001,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,1.8667201666666668,16olxm,eeg001,lexdec,2,
45,16,2,sub-16olxm_task-lexdec_run-002,1,2,-1.248204,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,0.8553535000000001,16olxm,eeg001,lexdec,2,
45,16,2,sub-16olxm_task-lexdec_run-002,1,2,12.277274,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,9.250714,16olxm,eeg001,lexdec,2,
45,16,2,sub-16olxm_task-lexdec_run-002,1,2,13.116517000000002,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,10.593837833333334,16olxm,eeg001,lexdec,2,
46,16,3,sub-16olxm_task-lexdec_run-003,1,2,2.575008,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.4755995,16olxm,eeg001,lexdec,3,
46,16,3,sub-16olxm_task-lexdec_run-003,1,2,2.43288,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,2.0905746666666665,16olxm,eeg001,lexdec,3,
46,16,3,sub-16olxm_task-lexdec_run-003,1,2,1.23081,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,3.3819798333333337,16olxm,eeg001,lexdec,3,
46,16,3,sub-16olxm_task-lexdec_run-003,1,2,2.06336,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,3.1800913333333334,16olxm,eeg001,lexdec,3,
46,16,3,sub-16olxm_task-lexdec_run-003,1,2,10.478806,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,7.784733500000001,16olxm,eeg001,lexdec,3,
46,16,3,sub-16olxm_task-lexdec_run-003,1,2,10.157843,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,8.318392666666668,16olxm,eeg001,lexdec,3,
47,16,4,sub-16olxm_task-lexdec_run-004,1,2,-0.978346,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,-0.6698131666666666,16olxm,eeg001,lexdec,4,
47,16,4,sub-16olxm_task-lexdec_run-004,1,2,-1.573238,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,-0.9835174999999999,16olxm,eeg001,lexdec,4,
47,16,4,sub-16olxm_task-lexdec_run-004,1,2,-0.125588,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,1.6387736666666666,16olxm,eeg001,lexdec,4,
47,16,4,sub-16olxm_task-lexdec_run-004,1,2,-0.08176699999999999,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.3227068333333334,16olxm,eeg001,lexdec,4,
47,16,4,sub-16olxm_task-lexdec_run-004,1,2,11.26193,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,8.502266333333333,16olxm,eeg001,lexdec,4,
47,16,4,sub-16olxm_task-lexdec_run-004,1,2,11.957132,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,9.921545166666666,16olxm,eeg001,lexdec,4,
48,18,1,sub-18skxm_task-lexdec_run-001,1,2,0.910765,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,1.0182745000000002,18skxm,eeg001,lexdec,1,
48,18,1,sub-18skxm_task-lexdec_run-001,1,2,0.829364,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,0.9953793333333333,18skxm,eeg001,lexdec,1,
48,18,1,sub-18skxm_task-lexdec_run-001,1,2,0.32566100000000003,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,0.4144915,18skxm,eeg001,lexdec,1,
48,18,1,sub-18skxm_task-lexdec_run-001,1,2,1.223855,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.9044834999999998,18skxm,eeg001,lexdec,1,
48,18,1,sub-18skxm_task-lexdec_run-001,1,2,12.074991,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,7.605341,18skxm,eeg001,lexdec,1,
48,18,1,sub-18skxm_task-lexdec_run-001,1,2,14.643885,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,10.935901166666667,18skxm,eeg001,lexdec,1,
49,18,2,sub-18skxm_task-lexdec_run-002,1,2,-2.059838,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,-1.445869,18skxm,eeg001,lexdec,2,
49,18,2,sub-18skxm_task-lexdec_run-002,1,2,-1.003139,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,-0.5757811666666667,18skxm,eeg001,lexdec,2,
49,18,2,sub-18skxm_task-lexdec_run-002,1,2,-1.463711,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,-0.6439913333333332,18skxm,eeg001,lexdec,2,
49,18,2,sub-18skxm_task-lexdec_run-002,1,2,-0.313859,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,0.9893421666666665,18skxm,eeg001,lexdec,2,
49,18,2,sub-18skxm_task-lexdec_run-002,1,2,8.907874000000003,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,5.5529815000000005,18skxm,eeg001,lexdec,2,
49,18,2,sub-18skxm_task-lexdec_run-002,1,2,12.460491,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,9.624326166666666,18skxm,eeg001,lexdec,2,
50,18,3,sub-18skxm_task-lexdec_run-003,1,2,0.424865,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,0.1291365,18skxm,eeg001,lexdec,3,
50,18,3,sub-18skxm_task-lexdec_run-003,1,2,0.091094,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,0.2785841666666667,18skxm,eeg001,lexdec,3,
50,18,3,sub-18skxm_task-lexdec_run-003,1,2,0.105255,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,0.332296,18skxm,eeg001,lexdec,3,
50,18,3,sub-18skxm_task-lexdec_run-003,1,2,0.392317,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.8076663333333334,18skxm,eeg001,lexdec,3,
50,18,3,sub-18skxm_task-lexdec_run-003,1,2,11.288408,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,6.783932833333334,18skxm,eeg001,lexdec,3,
50,18,3,sub-18skxm_task-lexdec_run-003,1,2,14.854242,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,11.794160166666666,18skxm,eeg001,lexdec,3,
51,18,4,sub-18skxm_task-lexdec_run-004,1,2,-1.610101,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,-1.3149996666666668,18skxm,eeg001,lexdec,4,
51,18,4,sub-18skxm_task-lexdec_run-004,1,2,-1.675934,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,-1.3363676666666666,18skxm,eeg001,lexdec,4,
51,18,4,sub-18skxm_task-lexdec_run-004,1,2,-0.918032,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,-0.2703466666666667,18skxm,eeg001,lexdec,4,
51,18,4,sub-18skxm_task-lexdec_run-004,1,2,-0.33697,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,0.9918448333333334,18skxm,eeg001,lexdec,4,
51,18,4,sub-18skxm_task-lexdec_run-004,1,2,8.835721000000003,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,5.4574085000000006,18skxm,eeg001,lexdec,4,
51,18,4,sub-18skxm_task-lexdec_run-004,1,2,12.269539,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,9.215767833333334,18skxm,eeg001,lexdec,4,
52,19,1,sub-19jgxf_task-lexdec_run-001,1,1,2.095241,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.4796478333333334,19jgxf,eeg001,lexdec,1,
52,19,1,sub-19jgxf_task-lexdec_run-001,1,1,1.834269,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,2.0150385,19jgxf,eeg001,lexdec,1,
52,19,1,sub-19jgxf_task-lexdec_run-001,1,1,2.704903,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,2.8934301666666666,19jgxf,eeg001,lexdec,1,
52,19,1,sub-19jgxf_task-lexdec_run-001,1,1,2.131813,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,2.695888666666667,19jgxf,eeg001,lexdec,1,
52,19,1,sub-19jgxf_task-lexdec_run-001,1,1,1.369299,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,3.0500388333333333,19jgxf,eeg001,lexdec,1,
52,19,1,sub-19jgxf_task-lexdec_run-001,1,1,2.035622,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,2.548480666666667,19jgxf,eeg001,lexdec,1,
53,19,2,sub-19jgxf_task-lexdec_run-002,1,1,-0.312672,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,-0.04081733333333334,19jgxf,eeg001,lexdec,2,
53,19,2,sub-19jgxf_task-lexdec_run-002,1,1,-1.084059,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,-0.48972750000000004,19jgxf,eeg001,lexdec,2,
53,19,2,sub-19jgxf_task-lexdec_run-002,1,1,-1.151564,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,0.001165333333333333,19jgxf,eeg001,lexdec,2,
53,19,2,sub-19jgxf_task-lexdec_run-002,1,1,0.034074,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,0.08011733333333333,19jgxf,eeg001,lexdec,2,
53,19,2,sub-19jgxf_task-lexdec_run-002,1,1,1.880135,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,0.878663,19jgxf,eeg001,lexdec,2,
53,19,2,sub-19jgxf_task-lexdec_run-002,1,1,2.100521,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,1.8298815000000002,19jgxf,eeg001,lexdec,2,
54,19,3,sub-19jgxf_task-lexdec_run-003,1,1,2.2954380000000003,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.0813415,19jgxf,eeg001,lexdec,3,
54,19,3,sub-19jgxf_task-lexdec_run-003,1,1,2.430221,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,2.0171048333333332,19jgxf,eeg001,lexdec,3,
54,19,3,sub-19jgxf_task-lexdec_run-003,1,1,1.554705,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,1.550295666666667,19jgxf,eeg001,lexdec,3,
54,19,3,sub-19jgxf_task-lexdec_run-003,1,1,1.890216,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.6883280000000003,19jgxf,eeg001,lexdec,3,
54,19,3,sub-19jgxf_task-lexdec_run-003,1,1,1.368998,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,2.4444335,19jgxf,eeg001,lexdec,3,
54,19,3,sub-19jgxf_task-lexdec_run-003,1,1,2.325228,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,2.5169505,19jgxf,eeg001,lexdec,3,
55,19,4,sub-19jgxf_task-lexdec_run-004,1,1,0.235606,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,0.29750966666666673,19jgxf,eeg001,lexdec,4,
55,19,4,sub-19jgxf_task-lexdec_run-004,1,1,-0.163299,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,0.194966,19jgxf,eeg001,lexdec,4,
55,19,4,sub-19jgxf_task-lexdec_run-004,1,1,-0.04836,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,1.1832306666666668,19jgxf,eeg001,lexdec,4,
55,19,4,sub-19jgxf_task-lexdec_run-004,1,1,-0.20652,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,0.22402850000000005,19jgxf,eeg001,lexdec,4,
55,19,4,sub-19jgxf_task-lexdec_run-004,1,1,2.648644,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,2.8605655,19jgxf,eeg001,lexdec,4,
55,19,4,sub-19jgxf_task-lexdec_run-004,1,1,0.65067,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,1.5232708333333331,19jgxf,eeg001,lexdec,4,
56,20,1,sub-20jpxf_task-lexdec_run-001,1,1,3.362803,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,3.452866333333333,20jpxf,eeg001,lexdec,1,
56,20,1,sub-20jpxf_task-lexdec_run-001,1,1,2.738966,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,2.684078,20jpxf,eeg001,lexdec,1,
56,20,1,sub-20jpxf_task-lexdec_run-001,1,1,4.710108,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,3.2760753333333335,20jpxf,eeg001,lexdec,1,
56,20,1,sub-20jpxf_task-lexdec_run-001,1,1,4.205379,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,4.462818666666666,20jpxf,eeg001,lexdec,1,
56,20,1,sub-20jpxf_task-lexdec_run-001,1,1,4.2483559999999985,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,4.933588,20jpxf,eeg001,lexdec,1,
56,20,1,sub-20jpxf_task-lexdec_run-001,1,1,6.6315089999999985,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,8.701984999999999,20jpxf,eeg001,lexdec,1,
57,20,2,sub-20jpxf_task-lexdec_run-002,1,1,1.8009099999999998,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.2710381666666666,20jpxf,eeg001,lexdec,2,
57,20,2,sub-20jpxf_task-lexdec_run-002,1,1,0.552975,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,0.6604495,20jpxf,eeg001,lexdec,2,
57,20,2,sub-20jpxf_task-lexdec_run-002,1,1,3.771301,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,2.995510166666667,20jpxf,eeg001,lexdec,2,
57,20,2,sub-20jpxf_task-lexdec_run-002,1,1,2.301825,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,3.197555,20jpxf,eeg001,lexdec,2,
57,20,2,sub-20jpxf_task-lexdec_run-002,1,1,2.901652,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,3.8949031666666674,20jpxf,eeg001,lexdec,2,
57,20,2,sub-20jpxf_task-lexdec_run-002,1,1,5.550239,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,8.052234,20jpxf,eeg001,lexdec,2,
58,20,3,sub-20jpxf_task-lexdec_run-003,1,1,1.660698,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.4506678333333336,20jpxf,eeg001,lexdec,3,
58,20,3,sub-20jpxf_task-lexdec_run-003,1,1,1.548825,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,1.691537,20jpxf,eeg001,lexdec,3,
58,20,3,sub-20jpxf_task-lexdec_run-003,1,1,4.285793,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,3.7632115000000006,20jpxf,eeg001,lexdec,3,
58,20,3,sub-20jpxf_task-lexdec_run-003,1,1,2.987054,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,3.1961146666666664,20jpxf,eeg001,lexdec,3,
58,20,3,sub-20jpxf_task-lexdec_run-003,1,1,2.970719,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,4.740056833333333,20jpxf,eeg001,lexdec,3,
58,20,3,sub-20jpxf_task-lexdec_run-003,1,1,4.100347,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,7.283625166666667,20jpxf,eeg001,lexdec,3,
59,20,4,sub-20jpxf_task-lexdec_run-004,1,1,2.745687,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.7331085,20jpxf,eeg001,lexdec,4,
59,20,4,sub-20jpxf_task-lexdec_run-004,1,1,1.574466,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,1.5011783333333335,20jpxf,eeg001,lexdec,4,
59,20,4,sub-20jpxf_task-lexdec_run-004,1,1,4.8629120000000015,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,5.395591833333334,20jpxf,eeg001,lexdec,4,
59,20,4,sub-20jpxf_task-lexdec_run-004,1,1,2.562266,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,3.0068013333333337,20jpxf,eeg001,lexdec,4,
59,20,4,sub-20jpxf_task-lexdec_run-004,1,1,4.013937,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,5.971374666666667,20jpxf,eeg001,lexdec,4,
59,20,4,sub-20jpxf_task-lexdec_run-004,1,1,4.546449,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,6.800718166666667,20jpxf,eeg001,lexdec,4,
60,21,1,sub-21koxf_task-lexdec_run-001,1,1,1.559791,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.08419,21koxf,eeg001,lexdec,1,
60,21,1,sub-21koxf_task-lexdec_run-001,1,1,1.416357,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,1.2838735000000001,21koxf,eeg001,lexdec,1,
60,21,1,sub-21koxf_task-lexdec_run-001,1,1,3.702619,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,3.8488811666666667,21koxf,eeg001,lexdec,1,
60,21,1,sub-21koxf_task-lexdec_run-001,1,1,3.027468,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,2.7950503333333327,21koxf,eeg001,lexdec,1,
60,21,1,sub-21koxf_task-lexdec_run-001,1,1,10.635793,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,8.386669166666668,21koxf,eeg001,lexdec,1,
60,21,1,sub-21koxf_task-lexdec_run-001,1,1,7.733511,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,7.138393833333333,21koxf,eeg001,lexdec,1,
61,21,2,sub-21koxf_task-lexdec_run-002,1,1,3.45572,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.9035735,21koxf,eeg001,lexdec,2,
61,21,2,sub-21koxf_task-lexdec_run-002,1,1,2.531998,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,2.3196624999999997,21koxf,eeg001,lexdec,2,
61,21,2,sub-21koxf_task-lexdec_run-002,1,1,4.103195,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,3.3807139999999998,21koxf,eeg001,lexdec,2,
61,21,2,sub-21koxf_task-lexdec_run-002,1,1,2.768173,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,2.0117806666666667,21koxf,eeg001,lexdec,2,
61,21,2,sub-21koxf_task-lexdec_run-002,1,1,10.498143,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,7.929637499999999,21koxf,eeg001,lexdec,2,
61,21,2,sub-21koxf_task-lexdec_run-002,1,1,6.483356,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,6.634894500000001,21koxf,eeg001,lexdec,2,
62,21,3,sub-21koxf_task-lexdec_run-003,1,1,4.46341,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,3.846572333333333,21koxf,eeg001,lexdec,3,
62,21,3,sub-21koxf_task-lexdec_run-003,1,1,4.291915,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,3.8734655,21koxf,eeg001,lexdec,3,
62,21,3,sub-21koxf_task-lexdec_run-003,1,1,3.011646,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,2.470505166666667,21koxf,eeg001,lexdec,3,
62,21,3,sub-21koxf_task-lexdec_run-003,1,1,3.241819,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,2.4323764999999997,21koxf,eeg001,lexdec,3,
62,21,3,sub-21koxf_task-lexdec_run-003,1,1,9.249167,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,7.732140666666666,21koxf,eeg001,lexdec,3,
62,21,3,sub-21koxf_task-lexdec_run-003,1,1,5.7124739999999985,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,5.557301833333335,21koxf,eeg001,lexdec,3,
63,21,4,sub-21koxf_task-lexdec_run-004,1,1,2.291419,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,2.8145615,21koxf,eeg001,lexdec,4,
63,21,4,sub-21koxf_task-lexdec_run-004,1,1,-1.554753,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,-0.07989433333333336,21koxf,eeg001,lexdec,4,
63,21,4,sub-21koxf_task-lexdec_run-004,1,1,2.468182,C1,2,evokedZ,word_set,noun_X,LC,0.1,0.19,pos,LC,,4.335253000000001,21koxf,eeg001,lexdec,4,
63,21,4,sub-21koxf_task-lexdec_run-004,1,1,1.593925,C2,2,evokedZ,word_set,noun_X,RC,0.1,0.19,pos,RC,,1.6276638333333333,21koxf,eeg001,lexdec,4,
63,21,4,sub-21koxf_task-lexdec_run-004,1,1,10.70658,O1,2,evokedZ,word_set,noun_X,LP,0.1,0.19,pos,LP,,8.621676333333333,21koxf,eeg001,lexdec,4,
63,21,4,sub-21koxf_task-lexdec_run-004,1,1,7.638619,O2,2,evokedZ,word_set,noun_X,RP,0.1,0.19,pos,RP,,7.179633499999999,21koxf,eeg001,lexdec,4,
64,22,1,sub-22foxm_task-lexdec_run-001,1,2,4.5587800000000005,AF3,2,evokedZ,word_set,noun_X,LF,0.1,0.19,pos,LF,,4.8553749999999996,22foxm,eeg001,lexdec,1,
64,22,1,sub-22foxm_task-lexdec_run-001,1,2,4.554883,AF4,2,evokedZ,word_set,noun_X,RF,0.1,0.19,pos,RF,,4.276793333333334,22foxm,eeg001,lexdec,1,
