sort,SUBJECT,SESSION,File,TIME_WINDOW,GENDER,PEAK,ELEC,COND_NUM,evoked0,quest0,cond0,chan0,tmin0,tmax0,mode0,chanX,latX,valX,SUB,SES,TASK,RUN,CHAN_BUND
528,7,1,sub-07zrxf_task-lexdec_run-001,6,1,2.826319,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,3.4579608333333334,07zrxf,eeg001,lexdec,1,
529,7,2,sub-07zrxf_task-lexdec_run-002,6,1,-4.404285,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-3.847773333333334,07zrxf,eeg001,lexdec,2,
529,7,2,sub-07zrxf_task-lexdec_run-002,6,1,-3.793022,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-3.2176566666666666,07zrxf,eeg001,lexdec,2,
529,7,2,sub-07zrxf_task-lexdec_run-002,6,1,-3.296508,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-0.7073281666666666,07zrxf,eeg001,lexdec,2,
529,7,2,sub-07zrxf_task-lexdec_run-002,6,1,-3.1971950000000002,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.3169971666666665,07zrxf,eeg001,lexdec,2,
529,7,2,sub-07zrxf_task-lexdec_run-002,6,1,4.4095629999999995,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,4.672238,07zrxf,eeg001,lexdec,2,
529,7,2,sub-07zrxf_task-lexdec_run-002,6,1,5.07584,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,5.285863666666667,07zrxf,eeg001,lexdec,2,
530,7,3,sub-07zrxf_task-lexdec_run-003,6,1,-3.706556,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-3.6607913333333335,07zrxf,eeg001,lexdec,3,
530,7,3,sub-07zrxf_task-lexdec_run-003,6,1,-3.784923000000002,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-3.2772381666666672,07zrxf,eeg001,lexdec,3,
530,7,3,sub-07zrxf_task-lexdec_run-003,6,1,-3.3641730000000005,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-1.3548043333333333,07zrxf,eeg001,lexdec,3,
530,7,3,sub-07zrxf_task-lexdec_run-003,6,1,-2.192713,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.6518768333333333,07zrxf,eeg001,lexdec,3,
530,7,3,sub-07zrxf_task-lexdec_run-003,6,1,3.430619,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,2.8152695,07zrxf,eeg001,lexdec,3,
530,7,3,sub-07zrxf_task-lexdec_run-003,6,1,3.159519,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,3.3915051666666667,07zrxf,eeg001,lexdec,3,
531,7,4,sub-07zrxf_task-lexdec_run-004,6,1,-1.306176,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.5323871666666664,07zrxf,eeg001,lexdec,4,
531,7,4,sub-07zrxf_task-lexdec_run-004,6,1,-0.184301,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-0.9984376666666668,07zrxf,eeg001,lexdec,4,
531,7,4,sub-07zrxf_task-lexdec_run-004,6,1,-2.015693,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-1.2968743333333335,07zrxf,eeg001,lexdec,4,
531,7,4,sub-07zrxf_task-lexdec_run-004,6,1,-0.41967,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,1.170285,07zrxf,eeg001,lexdec,4,
531,7,4,sub-07zrxf_task-lexdec_run-004,6,1,1.641489,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,1.9780618333333333,07zrxf,eeg001,lexdec,4,
531,7,4,sub-07zrxf_task-lexdec_run-004,6,1,3.7209550000000013,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,3.724858166666666,07zrxf,eeg001,lexdec,4,
532,8,1,sub-08pnxm_task-lexdec_run-001,6,2,-2.131325,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.5842509999999999,08pnxm,eeg001,lexdec,1,
532,8,1,sub-08pnxm_task-lexdec_run-001,6,2,-2.157988,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-1.7366843333333335,08pnxm,eeg001,lexdec,1,
532,8,1,sub-08pnxm_task-lexdec_run-001,6,2,-0.1189,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,1.725168166666667,08pnxm,eeg001,lexdec,1,
532,8,1,sub-08pnxm_task-lexdec_run-001,6,2,0.564525,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.8329733333333333,08pnxm,eeg001,lexdec,1,
532,8,1,sub-08pnxm_task-lexdec_run-001,6,2,5.709817,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,5.428606666666667,08pnxm,eeg001,lexdec,1,
532,8,1,sub-08pnxm_task-lexdec_run-001,6,2,4.816414,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,3.1817808333333333,08pnxm,eeg001,lexdec,1,
533,8,2,sub-08pnxm_task-lexdec_run-002,6,2,-3.400352,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-2.369064,08pnxm,eeg001,lexdec,2,
533,8,2,sub-08pnxm_task-lexdec_run-002,6,2,-4.869837,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-3.1302531666666664,08pnxm,eeg001,lexdec,2,
533,8,2,sub-08pnxm_task-lexdec_run-002,6,2,-0.040685,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,1.0076585,08pnxm,eeg001,lexdec,2,
533,8,2,sub-08pnxm_task-lexdec_run-002,6,2,-0.33469899999999997,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.5739028333333334,08pnxm,eeg001,lexdec,2,
533,8,2,sub-08pnxm_task-lexdec_run-002,6,2,8.443732,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,7.184985333333334,08pnxm,eeg001,lexdec,2,
533,8,2,sub-08pnxm_task-lexdec_run-002,6,2,6.416481,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,4.5344698333333335,08pnxm,eeg001,lexdec,2,
534,8,3,sub-08pnxm_task-lexdec_run-003,6,2,-3.8278779999999997,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-2.8475251666666668,08pnxm,eeg001,lexdec,3,
534,8,3,sub-08pnxm_task-lexdec_run-003,6,2,-2.772957,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.0469756666666665,08pnxm,eeg001,lexdec,3,
534,8,3,sub-08pnxm_task-lexdec_run-003,6,2,-0.816755,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,0.6124379999999999,08pnxm,eeg001,lexdec,3,
534,8,3,sub-08pnxm_task-lexdec_run-003,6,2,-1.319228,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-0.08609183333333338,08pnxm,eeg001,lexdec,3,
534,8,3,sub-08pnxm_task-lexdec_run-003,6,2,5.084905,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,4.632503,08pnxm,eeg001,lexdec,3,
534,8,3,sub-08pnxm_task-lexdec_run-003,6,2,4.732399,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,2.992929333333333,08pnxm,eeg001,lexdec,3,
535,8,4,sub-08pnxm_task-lexdec_run-004,6,2,-2.8685009999999997,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.7766943333333336,08pnxm,eeg001,lexdec,4,
535,8,4,sub-08pnxm_task-lexdec_run-004,6,2,-3.043964,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.8042903333333338,08pnxm,eeg001,lexdec,4,
535,8,4,sub-08pnxm_task-lexdec_run-004,6,2,-0.075517,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,1.2749453333333332,08pnxm,eeg001,lexdec,4,
535,8,4,sub-08pnxm_task-lexdec_run-004,6,2,-0.562543,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.02439466666666672,08pnxm,eeg001,lexdec,4,
535,8,4,sub-08pnxm_task-lexdec_run-004,6,2,7.542994,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,6.316334666666667,08pnxm,eeg001,lexdec,4,
535,8,4,sub-08pnxm_task-lexdec_run-004,6,2,5.55301,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,3.967972166666667,08pnxm,eeg001,lexdec,4,
536,10,1,sub-10mczf_task-lexdec_run-001,6,1,-5.65334,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-4.760192,10mczf,eeg001,lexdec,1,
536,10,1,sub-10mczf_task-lexdec_run-001,6,1,-5.1276,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-4.700975666666667,10mczf,eeg001,lexdec,1,
536,10,1,sub-10mczf_task-lexdec_run-001,6,1,-3.252583,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-2.5204413333333333,10mczf,eeg001,lexdec,1,
536,10,1,sub-10mczf_task-lexdec_run-001,6,1,-3.833456,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-1.7445320000000002,10mczf,eeg001,lexdec,1,
536,10,1,sub-10mczf_task-lexdec_run-001,6,1,10.353964,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,5.973504833333333,10mczf,eeg001,lexdec,1,
536,10,1,sub-10mczf_task-lexdec_run-001,6,1,9.824361,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,5.953858666666666,10mczf,eeg001,lexdec,1,
537,10,2,sub-10mczf_task-lexdec_run-002,6,1,-5.9683150000000005,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-5.245187333333334,10mczf,eeg001,lexdec,2,
537,10,2,sub-10mczf_task-lexdec_run-002,6,1,-4.486689,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-3.872681333333334,10mczf,eeg001,lexdec,2,
537,10,2,sub-10mczf_task-lexdec_run-002,6,1,-5.279052,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-3.0341416666666663,10mczf,eeg001,lexdec,2,
537,10,2,sub-10mczf_task-lexdec_run-002,6,1,-3.5529309999999996,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-1.106033,10mczf,eeg001,lexdec,2,
537,10,2,sub-10mczf_task-lexdec_run-002,6,1,10.202159,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,4.653786,10mczf,eeg001,lexdec,2,
537,10,2,sub-10mczf_task-lexdec_run-002,6,1,10.431585,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,6.572963833333333,10mczf,eeg001,lexdec,2,
538,10,3,sub-10mczf_task-lexdec_run-003,6,1,-5.1302330000000005,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-4.7888095,10mczf,eeg001,lexdec,3,
538,10,3,sub-10mczf_task-lexdec_run-003,6,1,-5.061641000000002,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-4.4735585,10mczf,eeg001,lexdec,3,
538,10,3,sub-10mczf_task-lexdec_run-003,6,1,-3.958617,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-1.8516936666666666,10mczf,eeg001,lexdec,3,
538,10,3,sub-10mczf_task-lexdec_run-003,6,1,-3.785653,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-2.052862833333333,10mczf,eeg001,lexdec,3,
538,10,3,sub-10mczf_task-lexdec_run-003,6,1,11.135613000000001,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,6.279423333333333,10mczf,eeg001,lexdec,3,
538,10,3,sub-10mczf_task-lexdec_run-003,6,1,10.231825,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,5.998636333333334,10mczf,eeg001,lexdec,3,
539,10,4,sub-10mczf_task-lexdec_run-004,6,1,-5.965058,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-5.076247499999999,10mczf,eeg001,lexdec,4,
539,10,4,sub-10mczf_task-lexdec_run-004,6,1,-5.7409,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-4.932529,10mczf,eeg001,lexdec,4,
539,10,4,sub-10mczf_task-lexdec_run-004,6,1,-3.121334,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-1.2452758333333334,10mczf,eeg001,lexdec,4,
539,10,4,sub-10mczf_task-lexdec_run-004,6,1,-2.982349,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-0.920074,10mczf,eeg001,lexdec,4,
539,10,4,sub-10mczf_task-lexdec_run-004,6,1,10.466786,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,6.5864191666666665,10mczf,eeg001,lexdec,4,
539,10,4,sub-10mczf_task-lexdec_run-004,6,1,10.381325,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,7.063561166666666,10mczf,eeg001,lexdec,4,
540,11,1,sub-11kbxm_task-lexdec_run-001,6,2,-1.552756,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.4860913333333334,11kbxm,eeg001,lexdec,1,
540,11,1,sub-11kbxm_task-lexdec_run-001,6,2,-1.658822,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.3473068333333336,11kbxm,eeg001,lexdec,1,
540,11,1,sub-11kbxm_task-lexdec_run-001,6,2,0.724478,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,0.5628605,11kbxm,eeg001,lexdec,1,
540,11,1,sub-11kbxm_task-lexdec_run-001,6,2,2.112218,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,1.3928628333333333,11kbxm,eeg001,lexdec,1,
540,11,1,sub-11kbxm_task-lexdec_run-001,6,2,10.111735000000001,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,6.3433453333333345,11kbxm,eeg001,lexdec,1,
540,11,1,sub-11kbxm_task-lexdec_run-001,6,2,8.101531,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,8.253282,11kbxm,eeg001,lexdec,1,
541,11,2,sub-11kbxm_task-lexdec_run-002,6,2,-3.2892839999999994,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-2.5857338333333333,11kbxm,eeg001,lexdec,2,
541,11,2,sub-11kbxm_task-lexdec_run-002,6,2,-2.051088,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-1.784518833333333,11kbxm,eeg001,lexdec,2,
541,11,2,sub-11kbxm_task-lexdec_run-002,6,2,0.529217,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,0.6097216666666667,11kbxm,eeg001,lexdec,2,
541,11,2,sub-11kbxm_task-lexdec_run-002,6,2,1.994368,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,1.2917111666666667,11kbxm,eeg001,lexdec,2,
541,11,2,sub-11kbxm_task-lexdec_run-002,6,2,8.551935,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,5.476509,11kbxm,eeg001,lexdec,2,
541,11,2,sub-11kbxm_task-lexdec_run-002,6,2,9.859902,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,8.116471833333334,11kbxm,eeg001,lexdec,2,
542,11,3,sub-11kbxm_task-lexdec_run-003,6,2,-6.022858,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-3.9082275,11kbxm,eeg001,lexdec,3,
542,11,3,sub-11kbxm_task-lexdec_run-003,6,2,-1.834827,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-1.822501,11kbxm,eeg001,lexdec,3,
542,11,3,sub-11kbxm_task-lexdec_run-003,6,2,-0.171052,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,0.18565333333333336,11kbxm,eeg001,lexdec,3,
542,11,3,sub-11kbxm_task-lexdec_run-003,6,2,1.447079,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,1.4278488333333332,11kbxm,eeg001,lexdec,3,
542,11,3,sub-11kbxm_task-lexdec_run-003,6,2,9.074547,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,6.755336,11kbxm,eeg001,lexdec,3,
542,11,3,sub-11kbxm_task-lexdec_run-003,6,2,12.073369,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,9.9468245,11kbxm,eeg001,lexdec,3,
543,11,4,sub-11kbxm_task-lexdec_run-004,6,2,-2.730029,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.9918591666666663,11kbxm,eeg001,lexdec,4,
543,11,4,sub-11kbxm_task-lexdec_run-004,6,2,-3.7587550000000003,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.9077,11kbxm,eeg001,lexdec,4,
543,11,4,sub-11kbxm_task-lexdec_run-004,6,2,0.113178,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,0.40470033333333344,11kbxm,eeg001,lexdec,4,
543,11,4,sub-11kbxm_task-lexdec_run-004,6,2,-0.07838200000000001,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.8090291666666668,11kbxm,eeg001,lexdec,4,
543,11,4,sub-11kbxm_task-lexdec_run-004,6,2,7.181974,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,4.853267166666666,11kbxm,eeg001,lexdec,4,
543,11,4,sub-11kbxm_task-lexdec_run-004,6,2,9.015421,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,7.353361333333332,11kbxm,eeg001,lexdec,4,
544,12,1,sub-12jnxf_task-lexdec_run-001,6,1,-2.476204,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.7789725,12jnxf,eeg001,lexdec,1,
544,12,1,sub-12jnxf_task-lexdec_run-001,6,1,-0.997519,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-1.1389818333333332,12jnxf,eeg001,lexdec,1,
544,12,1,sub-12jnxf_task-lexdec_run-001,6,1,-2.7713400000000004,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-1.1393350000000002,12jnxf,eeg001,lexdec,1,
544,12,1,sub-12jnxf_task-lexdec_run-001,6,1,-0.175003,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.7523333333333334,12jnxf,eeg001,lexdec,1,
544,12,1,sub-12jnxf_task-lexdec_run-001,6,1,0.30492600000000003,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,2.1741634999999997,12jnxf,eeg001,lexdec,1,
544,12,1,sub-12jnxf_task-lexdec_run-001,6,1,1.024071,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,1.6304546666666664,12jnxf,eeg001,lexdec,1,
545,12,2,sub-12jnxf_task-lexdec_run-002,6,1,-5.044875,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-2.127260166666667,12jnxf,eeg001,lexdec,2,
545,12,2,sub-12jnxf_task-lexdec_run-002,6,1,0.6430170000000001,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-0.8409441666666666,12jnxf,eeg001,lexdec,2,
545,12,2,sub-12jnxf_task-lexdec_run-002,6,1,-3.684904,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-2.4184223333333335,12jnxf,eeg001,lexdec,2,
545,12,2,sub-12jnxf_task-lexdec_run-002,6,1,-0.788404,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.8555760000000001,12jnxf,eeg001,lexdec,2,
545,12,2,sub-12jnxf_task-lexdec_run-002,6,1,3.5080440000000004,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,2.664055333333333,12jnxf,eeg001,lexdec,2,
545,12,2,sub-12jnxf_task-lexdec_run-002,6,1,0.697067,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,1.1091019999999998,12jnxf,eeg001,lexdec,2,
546,12,3,sub-12jnxf_task-lexdec_run-003,6,1,-4.724225,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-2.557256833333333,12jnxf,eeg001,lexdec,3,
546,12,3,sub-12jnxf_task-lexdec_run-003,6,1,-1.7380779999999998,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.214948666666667,12jnxf,eeg001,lexdec,3,
546,12,3,sub-12jnxf_task-lexdec_run-003,6,1,-2.300705,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-0.42290133333333335,12jnxf,eeg001,lexdec,3,
546,12,3,sub-12jnxf_task-lexdec_run-003,6,1,-0.186595,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-0.8235245000000001,12jnxf,eeg001,lexdec,3,
546,12,3,sub-12jnxf_task-lexdec_run-003,6,1,-0.9544090000000001,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,1.682831666666667,12jnxf,eeg001,lexdec,3,
546,12,3,sub-12jnxf_task-lexdec_run-003,6,1,1.2814889999999999,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,1.6395434999999996,12jnxf,eeg001,lexdec,3,
547,12,4,sub-12jnxf_task-lexdec_run-004,6,1,-4.032733,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-3.2297739999999995,12jnxf,eeg001,lexdec,4,
547,12,4,sub-12jnxf_task-lexdec_run-004,6,1,-1.9802,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.395413,12jnxf,eeg001,lexdec,4,
547,12,4,sub-12jnxf_task-lexdec_run-004,6,1,-4.397166,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-3.0630655000000004,12jnxf,eeg001,lexdec,4,
547,12,4,sub-12jnxf_task-lexdec_run-004,6,1,-0.832191,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.24009366666666657,12jnxf,eeg001,lexdec,4,
547,12,4,sub-12jnxf_task-lexdec_run-004,6,1,2.105433,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,1.0080603333333333,12jnxf,eeg001,lexdec,4,
547,12,4,sub-12jnxf_task-lexdec_run-004,6,1,0.34133600000000003,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,0.28384700000000007,12jnxf,eeg001,lexdec,4,
548,13,1,sub-13jsxm_task-lexdec_run-001,6,2,-1.81807,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.474742,13jsxm,eeg001,lexdec,1,
548,13,1,sub-13jsxm_task-lexdec_run-001,6,2,-1.9955150000000001,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-1.3184736666666665,13jsxm,eeg001,lexdec,1,
548,13,1,sub-13jsxm_task-lexdec_run-001,6,2,-0.171044,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,0.44495799999999996,13jsxm,eeg001,lexdec,1,
548,13,1,sub-13jsxm_task-lexdec_run-001,6,2,0.47195299999999996,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,0.3201943333333334,13jsxm,eeg001,lexdec,1,
548,13,1,sub-13jsxm_task-lexdec_run-001,6,2,-0.314969,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,0.6418761666666667,13jsxm,eeg001,lexdec,1,
548,13,1,sub-13jsxm_task-lexdec_run-001,6,2,0.35499899999999995,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,1.7613336666666666,13jsxm,eeg001,lexdec,1,
549,13,2,sub-13jsxm_task-lexdec_run-002,6,2,-1.9240259999999998,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-0.9577661666666666,13jsxm,eeg001,lexdec,2,
549,13,2,sub-13jsxm_task-lexdec_run-002,6,2,-1.323387,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-0.42876450000000005,13jsxm,eeg001,lexdec,2,
549,13,2,sub-13jsxm_task-lexdec_run-002,6,2,0.382102,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-0.040223500000000044,13jsxm,eeg001,lexdec,2,
549,13,2,sub-13jsxm_task-lexdec_run-002,6,2,-1.552183,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,1.8901263333333336,13jsxm,eeg001,lexdec,2,
549,13,2,sub-13jsxm_task-lexdec_run-002,6,2,0.763054,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,1.2707671666666664,13jsxm,eeg001,lexdec,2,
549,13,2,sub-13jsxm_task-lexdec_run-002,6,2,2.519355,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,3.227089166666667,13jsxm,eeg001,lexdec,2,
550,13,3,sub-13jsxm_task-lexdec_run-003,6,2,-2.393043,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-2.1418386666666662,13jsxm,eeg001,lexdec,3,
550,13,3,sub-13jsxm_task-lexdec_run-003,6,2,-3.434333,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-2.7657561666666663,13jsxm,eeg001,lexdec,3,
550,13,3,sub-13jsxm_task-lexdec_run-003,6,2,-2.163903,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-1.5618706666666666,13jsxm,eeg001,lexdec,3,
550,13,3,sub-13jsxm_task-lexdec_run-003,6,2,-4.352247,C2,1,evokedZ,word_set,verb_X,RC,0.11,0.13,pos,RC,,-1.1830870000000002,13jsxm,eeg001,lexdec,3,
550,13,3,sub-13jsxm_task-lexdec_run-003,6,2,-1.295082,O1,1,evokedZ,word_set,verb_X,LP,0.11,0.13,pos,LP,,-0.6316673333333332,13jsxm,eeg001,lexdec,3,
550,13,3,sub-13jsxm_task-lexdec_run-003,6,2,1.059275,O2,1,evokedZ,word_set,verb_X,RP,0.11,0.13,pos,RP,,1.4307523333333334,13jsxm,eeg001,lexdec,3,
551,13,4,sub-13jsxm_task-lexdec_run-004,6,2,-1.277363,AF3,1,evokedZ,word_set,verb_X,LF,0.11,0.13,pos,LF,,-1.1621081666666666,13jsxm,eeg001,lexdec,4,
551,13,4,sub-13jsxm_task-lexdec_run-004,6,2,-0.8532959999999999,AF4,1,evokedZ,word_set,verb_X,RF,0.11,0.13,pos,RF,,-0.5175983333333334,13jsxm,eeg001,lexdec,4,
551,13,4,sub-13jsxm_task-lexdec_run-004,6,2,-0.952204,C1,1,evokedZ,word_set,verb_X,LC,0.11,0.13,pos,LC,,-0.39546433333333336,13jsxm,eeg001,lexdec,4,
