set0,evoked0,quest0,cond0,chan1,later0,coron0,tmin0,class0,mode0,type0,subj0,runn0,nave0,latX,valX
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,20jpxf,0,,,8.840673208333332
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,21koxf,0,,,2.705597
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,21koxf,0,,,1.9084480416666665
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,21koxf,0,,,3.44131175
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,21koxf,0,,,2.812193
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,21koxf,0,,,7.885272583333332
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,21koxf,0,,,6.129954916666667
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,22foxm,0,,,5.512356916666667
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,22foxm,0,,,4.894952333333333
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,22foxm,0,,,3.4535519999999997
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,22foxm,0,,,3.99047225
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,22foxm,0,,,3.562888708333333
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,22foxm,0,,,5.045373875
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,23zdxf,0,,,3.0715819583333333
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,23zdxf,0,,,3.2300560000000003
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,23zdxf,0,,,4.829996625
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,23zdxf,0,,,5.651648375
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,23zdxf,0,,,7.594389625000002
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,23zdxf,0,,,7.479962374999999
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,25abxf,0,,,0.37387908333333336
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,25abxf,0,,,0.3196968333333334
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,25abxf,0,,,1.5808080416666668
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,25abxf,0,,,2.0207466666666667
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,25abxf,0,,,5.6204937500000005
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,25abxf,0,,,9.493762916666666
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,27mwxf,0,,,2.126319916666666
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,27mwxf,0,,,0.6701802083333334
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,27mwxf,0,,,3.504235833333333
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,27mwxf,0,,,1.0691106250000002
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,27mwxf,0,,,13.407947333333334
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,27mwxf,0,,,11.093355666666668
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,28pmsf,0,,,1.1650737916666667
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,28pmsf,0,,,0.8320639999999999
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,28pmsf,0,,,2.39833375
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,28pmsf,0,,,3.4037934166666663
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,28pmsf,0,,,6.054863958333333
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,28pmsf,0,,,9.106376
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,29jjxf,0,,,1.0926466666666668
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,29jjxf,0,,,1.195941625
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,29jjxf,0,,,3.103298
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,29jjxf,0,,,3.237271625
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,29jjxf,0,,,8.351772416666668
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,29jjxf,0,,,8.716335958333334
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,30mszf,0,,,1.786317625
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,30mszf,0,,,1.6054685
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,30mszf,0,,,2.02144325
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,30mszf,0,,,1.550755625
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,30mszf,0,,,3.7146614999999996
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,30mszf,0,,,2.641274166666667
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,32mjxf,0,,,2.8164441250000003
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,32mjxf,0,,,1.661716
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,32mjxf,0,,,4.9853210416666665
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,32mjxf,0,,,3.263277041666667
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,32mjxf,0,,,4.468913833333333
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,32mjxf,0,,,4.375610666666667
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,34gsxm,0,,,1.3850225833333332
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,34gsxm,0,,,1.2944760833333333
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,34gsxm,0,,,3.338537125
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,34gsxm,0,,,4.484312999999999
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,34gsxm,0,,,5.717265208333332
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,34gsxm,0,,,9.12217425
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,35mwxm,0,,,1.9281529583333332
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,35mwxm,0,,,1.6123913749999998
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,35mwxm,0,,,2.585358166666667
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,35mwxm,0,,,1.6198327500000005
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,35mwxm,0,,,4.009914208333334
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,35mwxm,0,,,3.104526875
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,36rwxm,0,,,2.2949159166666666
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,36rwxm,0,,,1.7712615833333334
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,36rwxm,0,,,3.1598192916666665
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,36rwxm,0,,,3.3470533333333337
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,36rwxm,0,,,5.449751666666668
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,36rwxm,0,,,5.749304
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,38slxm,0,,,2.9968339166666667
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,38slxm,0,,,2.0492664166666668
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,38slxm,0,,,3.5273037083333327
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,38slxm,0,,,3.8356677083333337
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,38slxm,0,,,12.281699333333336
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,38slxm,0,,,13.87549075
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,39mrxm,0,,,1.3463971666666668
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,39mrxm,0,,,1.6432187916666667
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,39mrxm,0,,,1.678738375
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,39mrxm,0,,,2.7051778750000004
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,39mrxm,0,,,2.441846458333333
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,39mrxm,0,,,4.659114416666667
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,40asxm,0,,,3.541353833333333
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,40asxm,0,,,3.257929250000001
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,40asxm,0,,,3.143382458333333
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,40asxm,0,,,2.8565498333333337
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,40asxm,0,,,3.17207825
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,40asxm,0,,,3.6287193333333327
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,41roxm,0,,,3.5644323750000004
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,41roxm,0,,,2.2007505416666664
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,41roxm,0,,,4.377493333333333
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,41roxm,0,,,3.5311002916666667
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,41roxm,0,,,4.849433083333333
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,41roxm,0,,,9.905678458333334
Z1,evokedZ,word_set,noun_F,FL,L,F,0.1,bva,pos,bund1,42aszm,0,,,2.1183971666666666
Z1,evokedZ,word_set,noun_F,FR,R,F,0.1,bva,pos,bund1,42aszm,0,,,1.4889289166666666
Z1,evokedZ,word_set,noun_F,CL,L,C,0.1,bva,pos,bund1,42aszm,0,,,3.214331083333333
Z1,evokedZ,word_set,noun_F,CR,R,C,0.1,bva,pos,bund1,42aszm,0,,,2.06218375
Z1,evokedZ,word_set,noun_F,PL,L,P,0.1,bva,pos,bund1,42aszm,0,,,6.6279283750000015
Z1,evokedZ,word_set,noun_F,PR,R,P,0.1,bva,pos,bund1,42aszm,0,,,5.892292958333332
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,03mjkf,0,,,-1.6353012916666667
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,03mjkf,0,,,-1.2146934999999999
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,03mjkf,0,,,-0.4719909583333333
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,03mjkf,0,,,-0.2093593333333333
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,03mjkf,0,,,-1.5146996249999998
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,03mjkf,0,,,0.30386716666666674
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,04mkkm,0,,,-1.4224462916666667
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,04mkkm,0,,,-1.422496875
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,04mkkm,0,,,-1.7093775833333331
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,04mkkm,0,,,-0.4153246666666666
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,04mkkm,0,,,0.7644803750000001
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,04mkkm,0,,,2.201627375
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,05jwxf,0,,,-1.5290177499999995
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,05jwxf,0,,,-1.6346466666666668
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,05jwxf,0,,,-0.5053196666666667
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,05jwxf,0,,,-0.6772866666666667
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,05jwxf,0,,,0.48947725
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,05jwxf,0,,,1.540767125
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,06pppm,0,,,-3.7679312083333336
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,06pppm,0,,,-3.796810666666667
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,06pppm,0,,,-0.4512092916666665
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,06pppm,0,,,-1.1475950833333333
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,06pppm,0,,,4.2025315
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,06pppm,0,,,3.3062980416666665
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,07zrxf,0,,,-3.588404375
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,07zrxf,0,,,-3.678470958333333
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,07zrxf,0,,,-1.24519725
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,07zrxf,0,,,-0.022478916666666567
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,07zrxf,0,,,3.098688708333333
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,07zrxf,0,,,3.5227784583333333
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,08pnxm,0,,,-1.9523052916666668
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,08pnxm,0,,,-2.390341625
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,08pnxm,0,,,0.8111791666666667
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,08pnxm,0,,,-0.394742125
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,08pnxm,0,,,5.949593291666666
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,08pnxm,0,,,3.1521222916666667
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,10mczf,0,,,-4.8677655
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,10mczf,0,,,-4.620226500000001
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,10mczf,0,,,-1.9830333333333328
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,10mczf,0,,,-1.4469007083333334
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,10mczf,0,,,5.173761041666666
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,10mczf,0,,,7.062170500000001
Z1,evokedZ,word_set,noun_F,FL,L,F,0.11,bva,pos,bund1,11kbxm,0,,,-2.242503875
Z1,evokedZ,word_set,noun_F,FR,R,F,0.11,bva,pos,bund1,11kbxm,0,,,-2.2223934166666663
Z1,evokedZ,word_set,noun_F,CL,L,C,0.11,bva,pos,bund1,11kbxm,0,,,0.2624444583333334
Z1,evokedZ,word_set,noun_F,CR,R,C,0.11,bva,pos,bund1,11kbxm,0,,,0.3638852499999999
Z1,evokedZ,word_set,noun_F,PL,L,P,0.11,bva,pos,bund1,11kbxm,0,,,4.2296541250000015
Z1,evokedZ,word_set,noun_F,PR,R,P,0.11,bva,pos,bund1,11kbxm,0,,,5.580902041666668
