set0,evoked0,quest0,cond0,chan1,later0,coron0,tmin0,class0,mode0,type0,subj0,runn0,nave0,latX,valX
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,13jsxm,4,,,6.509053333333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,13jsxm,4,,,10.5530495
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,14ktxf,1,,,3.945730166666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,14ktxf,1,,,1.9834666666666667
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,14ktxf,1,,,2.976300333333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,14ktxf,1,,,2.5731680000000003
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,14ktxf,1,,,3.662784
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,14ktxf,1,,,5.230635833333333
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,14ktxf,2,,,5.377462666666665
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,14ktxf,2,,,3.838916333333333
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,14ktxf,2,,,4.1850985000000005
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,14ktxf,2,,,3.7254135000000006
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,14ktxf,2,,,3.185233833333333
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,14ktxf,2,,,4.698823833333333
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,14ktxf,3,,,4.3712395000000015
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,14ktxf,3,,,3.7243605000000004
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,14ktxf,3,,,2.6085846666666668
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,14ktxf,3,,,3.7807646666666663
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,14ktxf,3,,,0.8017014999999997
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,14ktxf,3,,,3.773284666666667
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,14ktxf,4,,,5.998489666666668
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,14ktxf,4,,,5.221286666666667
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,14ktxf,4,,,3.5322411666666667
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,14ktxf,4,,,4.0998730000000005
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,14ktxf,4,,,1.4638028333333335
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,14ktxf,4,,,4.768663666666666
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,16olxm,1,,,0.6671758333333333
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,16olxm,1,,,0.7971861666666666
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,16olxm,1,,,2.2165986666666666
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,16olxm,1,,,2.2103821666666668
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,16olxm,1,,,6.3501286666666665
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,16olxm,1,,,6.722660666666666
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,16olxm,2,,,0.5883303333333333
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,16olxm,2,,,0.3082756666666667
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,16olxm,2,,,2.4971995
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,16olxm,2,,,2.587787
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,16olxm,2,,,6.644555333333333
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,16olxm,2,,,6.258782000000001
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,16olxm,3,,,2.0644003333333334
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,16olxm,3,,,3.6678961666666665
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,16olxm,3,,,2.329470666666667
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,16olxm,3,,,3.0628526666666667
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,16olxm,3,,,4.418036833333335
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,16olxm,3,,,3.9026286666666663
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,16olxm,4,,,1.1040925
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,16olxm,4,,,1.9794866666666664
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,16olxm,4,,,3.822725833333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,16olxm,4,,,3.502619333333333
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,16olxm,4,,,6.5893318333333335
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,16olxm,4,,,5.980214833333334
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,18skxm,1,,,1.8725936666666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,18skxm,1,,,0.5510828333333333
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,18skxm,1,,,2.6839815
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,18skxm,1,,,2.6610044999999998
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,18skxm,1,,,7.957159999999999
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,18skxm,1,,,10.3036345
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,18skxm,2,,,2.0556743333333336
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,18skxm,2,,,1.4879281666666666
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,18skxm,2,,,1.1907020000000001
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,18skxm,2,,,2.300885
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,18skxm,2,,,5.052722
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,18skxm,2,,,7.605843333333333
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,18skxm,3,,,1.5503196666666668
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,18skxm,3,,,0.9815805
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,18skxm,3,,,2.216758333333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,18skxm,3,,,2.3251685
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,18skxm,3,,,6.7942661666666675
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,18skxm,3,,,7.768646
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,18skxm,4,,,2.9016683333333333
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,18skxm,4,,,1.760674
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,18skxm,4,,,2.963350333333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,18skxm,4,,,3.2524263333333328
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,18skxm,4,,,5.066267666666667
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,18skxm,4,,,6.958406000000001
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,19jgxf,1,,,6.1225093333333325
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,19jgxf,1,,,4.588173666666666
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,19jgxf,1,,,3.5583811666666665
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,19jgxf,1,,,4.356134166666667
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,19jgxf,1,,,2.4389426666666667
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,19jgxf,1,,,2.5086958333333342
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,19jgxf,2,,,1.876649
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,19jgxf,2,,,1.4207416666666663
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,19jgxf,2,,,1.5246046666666666
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,19jgxf,2,,,1.5795095
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,19jgxf,2,,,1.260026
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,19jgxf,2,,,2.121425
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,19jgxf,3,,,4.088762
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,19jgxf,3,,,3.594732833333333
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,19jgxf,3,,,1.9445795
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,19jgxf,3,,,2.9195045000000004
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,19jgxf,3,,,-0.2338338333333333
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,19jgxf,3,,,1.1270311666666666
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,19jgxf,4,,,2.9431143333333334
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,19jgxf,4,,,1.8979523333333332
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,19jgxf,4,,,1.3258703333333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,19jgxf,4,,,1.7060148333333334
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,19jgxf,4,,,0.8112520000000001
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,19jgxf,4,,,1.9250695
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,20jpxf,1,,,6.899022166666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,20jpxf,1,,,5.539448166666666
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,20jpxf,1,,,8.513417833333332
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,20jpxf,1,,,6.6736140000000015
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,20jpxf,1,,,8.168945333333333
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,20jpxf,1,,,11.504336666666667
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,20jpxf,2,,,8.226385833333334
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,20jpxf,2,,,6.283649166666668
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,20jpxf,2,,,7.521541666666668
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,20jpxf,2,,,5.211941666666667
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,20jpxf,2,,,8.404367833333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,20jpxf,2,,,8.682924499999999
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,20jpxf,3,,,5.751101666666666
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,20jpxf,3,,,5.290870833333334
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,20jpxf,3,,,6.1148165
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,20jpxf,3,,,4.913664166666667
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,20jpxf,3,,,6.7919453333333335
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,20jpxf,3,,,6.863967999999999
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,20jpxf,4,,,5.769263166666666
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,20jpxf,4,,,4.6928513333333335
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,20jpxf,4,,,7.799450166666666
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,20jpxf,4,,,5.321185
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,20jpxf,4,,,9.511196833333333
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,20jpxf,4,,,8.169436833333334
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,21koxf,1,,,5.29009
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,21koxf,1,,,3.815118
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,21koxf,1,,,6.053375166666666
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,21koxf,1,,,5.0138355
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,21koxf,1,,,7.944240833333333
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,21koxf,1,,,6.234904666666666
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,21koxf,2,,,4.177152333333334
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,21koxf,2,,,3.368936
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,21koxf,2,,,5.683187833333334
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,21koxf,2,,,5.56203
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,21koxf,2,,,5.803770833333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,21koxf,2,,,4.827398166666667
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,21koxf,3,,,3.728313833333333
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,21koxf,3,,,3.8405553333333335
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,21koxf,3,,,2.5411185
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,21koxf,3,,,3.5766336666666665
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,21koxf,3,,,3.7989745000000004
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,21koxf,3,,,4.726374
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,21koxf,4,,,4.13501
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,21koxf,4,,,1.4573273333333334
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,21koxf,4,,,4.562634166666667
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,21koxf,4,,,4.013869833333334
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,21koxf,4,,,5.112156166666666
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,21koxf,4,,,5.923676
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,22foxm,1,,,6.453902833333332
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,22foxm,1,,,5.256773833333333
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,22foxm,1,,,4.045279666666667
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,22foxm,1,,,4.085537
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,22foxm,1,,,1.449665166666667
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,22foxm,1,,,1.7598491666666665
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,22foxm,2,,,6.049960666666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,22foxm,2,,,5.4279183333333325
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,22foxm,2,,,4.300182833333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,22foxm,2,,,4.1362935
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,22foxm,2,,,0.9128338333333336
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,22foxm,2,,,1.9500373333333332
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,22foxm,3,,,5.687593499999998
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,22foxm,3,,,5.442244166666666
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,22foxm,3,,,2.6863696666666663
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,22foxm,3,,,3.132141333333333
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,22foxm,3,,,-0.6140268333333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,22foxm,3,,,1.0092333333333332
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,22foxm,4,,,5.520801000000001
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,22foxm,4,,,5.4975105000000015
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,22foxm,4,,,3.903990833333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,22foxm,4,,,3.5310940000000013
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,22foxm,4,,,0.4218916666666666
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,22foxm,4,,,2.3511265000000003
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,23zdxf,1,,,3.389402666666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,23zdxf,1,,,2.5152736666666664
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,23zdxf,1,,,7.3728375
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,23zdxf,1,,,6.004797
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,23zdxf,1,,,4.228612
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,23zdxf,1,,,4.120248666666667
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,23zdxf,2,,,1.835
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,23zdxf,2,,,2.1733235
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,23zdxf,2,,,3.5918848333333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,23zdxf,2,,,4.0385246666666665
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,23zdxf,2,,,1.723197
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,23zdxf,2,,,3.102028166666667
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,23zdxf,3,,,4.669803666666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,23zdxf,3,,,4.508007
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,23zdxf,3,,,4.590901666666666
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,23zdxf,3,,,4.925582
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,23zdxf,3,,,0.7582400000000002
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,23zdxf,3,,,2.8448086666666668
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,23zdxf,4,,,2.435308833333333
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,23zdxf,4,,,2.5399833333333337
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,23zdxf,4,,,3.253206833333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,23zdxf,4,,,4.202841666666666
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,23zdxf,4,,,0.7331121666666665
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,23zdxf,4,,,2.790205666666667
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,25abxf,1,,,6.480845666666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,25abxf,1,,,5.941200833333332
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,25abxf,1,,,5.778596666666667
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,25abxf,1,,,4.842219999999999
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,25abxf,1,,,4.379052333333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,25abxf,1,,,6.149967666666666
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,25abxf,2,,,2.683884166666667
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,25abxf,2,,,1.2427561666666669
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,25abxf,2,,,4.859305833333333
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,25abxf,2,,,3.9878783333333327
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,25abxf,2,,,5.758173333333335
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,25abxf,2,,,6.472565499999999
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,25abxf,3,,,7.837706833333335
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,25abxf,3,,,3.785612333333333
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,25abxf,3,,,3.9441898333333336
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,25abxf,3,,,3.4642191666666675
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,25abxf,3,,,1.8254605
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,25abxf,3,,,5.4478985
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,25abxf,4,,,6.3385845000000005
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,25abxf,4,,,4.280844999999999
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,25abxf,4,,,5.5784036666666665
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,25abxf,4,,,5.3938991666666665
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,25abxf,4,,,4.225912999999999
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,25abxf,4,,,6.272000666666668
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,27mwxf,1,,,7.433878
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,27mwxf,1,,,2.8494375
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,27mwxf,1,,,5.1023049999999985
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,27mwxf,1,,,3.330410166666667
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,27mwxf,1,,,4.170819833333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,27mwxf,1,,,11.343719666666665
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,27mwxf,2,,,7.8246765
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,27mwxf,2,,,3.7513393333333336
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,27mwxf,2,,,5.420857166666668
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,27mwxf,2,,,5.0484160000000005
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,27mwxf,2,,,5.198137
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,27mwxf,2,,,13.2602875
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,27mwxf,3,,,6.954427666666668
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,27mwxf,3,,,4.000684166666667
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,27mwxf,3,,,3.7347339999999996
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,27mwxf,3,,,4.4481918333333335
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,27mwxf,3,,,2.9435653333333334
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,27mwxf,3,,,11.58262
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,27mwxf,4,,,7.081665333333333
Z5,evokedZ,word_set,noun_X,FR,R,F,0.19,bva,pos,bund1,27mwxf,4,,,4.262478833333333
Z5,evokedZ,word_set,noun_X,CL,L,C,0.19,bva,pos,bund1,27mwxf,4,,,5.331690166666667
Z5,evokedZ,word_set,noun_X,CR,R,C,0.19,bva,pos,bund1,27mwxf,4,,,7.1169635
Z5,evokedZ,word_set,noun_X,PL,L,P,0.19,bva,pos,bund1,27mwxf,4,,,5.946241999999999
Z5,evokedZ,word_set,noun_X,PR,R,P,0.19,bva,pos,bund1,27mwxf,4,,,15.841293166666668
Z5,evokedZ,word_set,noun_X,FL,L,F,0.19,bva,pos,bund1,28pmsf,1,,,5.107046666666666
