set0,evoked0,quest0,cond0,chan1,later0,coron0,tmin0,class0,mode0,type0,subj0,runn0,nave0,latX,valX
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,05jwxf,1,,,4.362933166666667
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,05jwxf,2,,,2.9396169999999997
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,05jwxf,2,,,3.1294115000000002
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,05jwxf,2,,,2.799978166666667
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,05jwxf,2,,,2.592133666666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,05jwxf,2,,,2.4180276666666667
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,05jwxf,2,,,3.5703295
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,05jwxf,3,,,1.0692286666666666
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,05jwxf,3,,,1.7070628333333335
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,05jwxf,3,,,0.4226628333333334
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,05jwxf,3,,,1.544759166666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,05jwxf,3,,,1.4690023333333333
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,05jwxf,3,,,1.8722651666666659
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,05jwxf,4,,,8.310739666666665
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,05jwxf,4,,,6.651169666666667
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,05jwxf,4,,,8.045758833333334
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,05jwxf,4,,,7.7196741666666675
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,05jwxf,4,,,8.286333833333334
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,05jwxf,4,,,9.72896
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,06pppm,1,,,3.3428454999999992
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,06pppm,1,,,2.5392028333333334
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,06pppm,1,,,3.4660958333333336
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,06pppm,1,,,4.658212000000001
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,06pppm,1,,,4.099144
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,06pppm,1,,,8.125424
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,06pppm,2,,,4.696995833333333
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,06pppm,2,,,4.2807845
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,06pppm,2,,,6.163753333333332
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,06pppm,2,,,5.783205666666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,06pppm,2,,,7.780450666666668
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,06pppm,2,,,10.875299
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,06pppm,3,,,2.462905333333333
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,06pppm,3,,,2.2329321666666666
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,06pppm,3,,,5.205130666666666
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,06pppm,3,,,5.283961166666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,06pppm,3,,,6.839722833333334
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,06pppm,3,,,9.173431333333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,06pppm,4,,,4.041343
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,06pppm,4,,,3.5984251666666665
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,06pppm,4,,,4.7170103333333335
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,06pppm,4,,,5.18842
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,06pppm,4,,,6.9355970000000005
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,06pppm,4,,,9.868933666666667
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,07zrxf,1,,,2.232496333333333
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,07zrxf,1,,,2.6570846666666665
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,07zrxf,1,,,4.3329195
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,07zrxf,1,,,5.184815333333334
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,07zrxf,1,,,4.635514333333333
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,07zrxf,1,,,5.732010666666668
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,07zrxf,2,,,3.5737141666666665
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,07zrxf,2,,,3.5143223333333338
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,07zrxf,2,,,4.653805
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,07zrxf,2,,,6.1716438333333326
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,07zrxf,2,,,4.989176666666666
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,07zrxf,2,,,7.106820333333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,07zrxf,3,,,2.1876230000000003
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,07zrxf,3,,,1.974996
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,07zrxf,3,,,2.712374833333333
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,07zrxf,3,,,5.168234166666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,07zrxf,3,,,2.918086666666667
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,07zrxf,3,,,5.2116834999999995
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,07zrxf,4,,,3.179266666666667
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,07zrxf,4,,,2.9958466666666665
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,07zrxf,4,,,2.7473173333333336
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,07zrxf,4,,,4.097751000000001
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,07zrxf,4,,,4.299148833333334
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,07zrxf,4,,,5.2864155
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,08pnxm,1,,,3.1821803333333336
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,08pnxm,1,,,2.28722
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,08pnxm,1,,,4.094523000000001
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,08pnxm,1,,,2.5359765
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,08pnxm,1,,,6.180682
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,08pnxm,1,,,5.1097391666666665
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,08pnxm,2,,,1.670543
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,08pnxm,2,,,1.0736363333333332
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,08pnxm,2,,,3.6532655
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,08pnxm,2,,,2.773622
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,08pnxm,2,,,4.811508666666668
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,08pnxm,2,,,4.521367499999998
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,08pnxm,3,,,2.5187693333333336
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,08pnxm,3,,,2.326344666666667
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,08pnxm,3,,,3.3201200000000006
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,08pnxm,3,,,1.874236166666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,08pnxm,3,,,3.515814333333333
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,08pnxm,3,,,2.3479368333333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,08pnxm,4,,,2.0453110000000003
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,08pnxm,4,,,0.9702895
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,08pnxm,4,,,3.2021965000000012
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,08pnxm,4,,,2.2044908333333333
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,08pnxm,4,,,4.606030666666666
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,08pnxm,4,,,3.9106221666666663
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,10mczf,1,,,3.628626666666667
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,10mczf,1,,,3.0396671666666664
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,10mczf,1,,,4.832049500000001
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,10mczf,1,,,4.568108333333333
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,10mczf,1,,,2.542605
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,10mczf,1,,,3.9862671666666665
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,10mczf,2,,,4.618067166666666
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,10mczf,2,,,4.620653
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,10mczf,2,,,4.5775768333333335
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,10mczf,2,,,4.634355499999999
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,10mczf,2,,,-0.5706768333333333
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,10mczf,2,,,1.966784833333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,10mczf,3,,,4.789071166666666
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,10mczf,3,,,5.489685833333333
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,10mczf,3,,,4.1244103333333335
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,10mczf,3,,,5.667767666666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,10mczf,3,,,1.214611
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,10mczf,3,,,3.6146321666666665
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,10mczf,4,,,2.6887405
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,10mczf,4,,,3.3999803333333336
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,10mczf,4,,,4.816576166666667
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,10mczf,4,,,4.894009666666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,10mczf,4,,,1.6261118333333329
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,10mczf,4,,,4.4941431666666665
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,11kbxm,1,,,0.7144145000000001
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,11kbxm,1,,,0.6373031666666665
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,11kbxm,1,,,-1.0695538333333336
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,11kbxm,1,,,0.8390035
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,11kbxm,1,,,2.3832394999999997
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,11kbxm,1,,,2.9175798333333334
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,11kbxm,2,,,0.34337883333333324
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,11kbxm,2,,,0.6803943333333334
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,11kbxm,2,,,-0.6196916666666666
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,11kbxm,2,,,-1.257829166666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,11kbxm,2,,,0.08096300000000008
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,11kbxm,2,,,2.7491536666666665
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,11kbxm,3,,,0.8783443333333333
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,11kbxm,3,,,0.8382391666666668
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,11kbxm,3,,,0.9262016666666666
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,11kbxm,3,,,1.6668723333333333
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,11kbxm,3,,,4.569170166666667
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,11kbxm,3,,,7.1788029999999985
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,11kbxm,4,,,0.8987884999999999
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,11kbxm,4,,,0.3577050000000001
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,11kbxm,4,,,1.8852263333333332
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,11kbxm,4,,,2.091839333333333
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,11kbxm,4,,,2.5879755
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,11kbxm,4,,,5.244572499999999
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,12jnxf,1,,,-1.9861853333333328
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,12jnxf,1,,,-2.0040641666666663
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,12jnxf,1,,,-0.8912713333333332
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,12jnxf,1,,,-0.20870783333333312
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,12jnxf,1,,,1.2887776666666664
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,12jnxf,1,,,3.1433211666666665
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,12jnxf,2,,,-0.10882033333333316
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,12jnxf,2,,,-0.41046966666666657
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,12jnxf,2,,,0.11574749999999992
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,12jnxf,2,,,1.9757868333333333
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,12jnxf,2,,,4.038202
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,12jnxf,2,,,4.326650333333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,12jnxf,3,,,-2.7038639999999994
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,12jnxf,3,,,-3.6426606666666665
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,12jnxf,3,,,0.5018541666666666
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,12jnxf,3,,,-0.8177404999999999
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,12jnxf,3,,,0.7495703333333332
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,12jnxf,3,,,3.3215898333333334
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,12jnxf,4,,,-0.9286985000000001
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,12jnxf,4,,,-2.0444668333333333
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,12jnxf,4,,,-0.4665471666666667
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,12jnxf,4,,,0.5142216666666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,12jnxf,4,,,2.2108
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,12jnxf,4,,,3.256641333333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,13jsxm,1,,,-0.8016201666666668
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,13jsxm,1,,,-0.6915956666666667
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,13jsxm,1,,,3.302075166666667
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,13jsxm,1,,,5.029703166666667
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,13jsxm,1,,,7.1682758333333325
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,13jsxm,1,,,10.037136833333333
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,13jsxm,2,,,2.415626666666667
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,13jsxm,2,,,2.48766
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,13jsxm,2,,,3.6291315
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,13jsxm,2,,,6.0266528333333325
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,13jsxm,2,,,6.5431428333333335
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,13jsxm,2,,,8.572763
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,13jsxm,3,,,0.7929093333333334
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,13jsxm,3,,,0.5094451666666667
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,13jsxm,3,,,3.0880455
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,13jsxm,3,,,4.453131166666666
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,13jsxm,3,,,5.557181666666667
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,13jsxm,3,,,9.3304585
Z5,evokedZ,word_set,verb_X,FL,L,F,0.19,bva,pos,bund1,13jsxm,4,,,2.3962090000000003
Z5,evokedZ,word_set,verb_X,FR,R,F,0.19,bva,pos,bund1,13jsxm,4,,,1.9145635
Z5,evokedZ,word_set,verb_X,CL,L,C,0.19,bva,pos,bund1,13jsxm,4,,,2.8547165
Z5,evokedZ,word_set,verb_X,CR,R,C,0.19,bva,pos,bund1,13jsxm,4,,,4.132929
Z5,evokedZ,word_set,verb_X,PL,L,P,0.19,bva,pos,bund1,13jsxm,4,,,6.614656499999999
Z5,evokedZ,word_set,verb_X,PR,R,P,0.19,bva,pos,bund1,13jsxm,4,,,7.342042500000002
